year,gender,official_time,seconds
2008,M,2:31:44,9104.0
2008,M,2:31:46,9106.0
2008,M,2:31:54,9114.0
2008,M,2:32:18,9138.0
2008,M,2:32:43,9163.0
2008,M,2:32:44,9164.0
2008,M,2:32:51,9171.0
2008,M,2:33:15,9195.0
2008,M,2:33:25,9205.0
2008,M,2:33:27,9207.0
2008,M,2:33:36,9216.0
2008,M,2:33:46,9226.0
2008,M,2:33:49,9229.0
2008,M,2:33:52,9232.0
2008,F,2:33:56,9236.0
2008,M,2:34:07,9247.0
2008,M,2:34:26,9266.0
2008,M,2:34:26,9266.0
2008,M,2:34:26,9266.0
2008,M,2:34:30,9270.0
2008,M,2:34:32,9272.0
2008,F,2:34:37,9277.0
2008,M,2:34:40,9280.0
2008,M,2:34:43,9283.0
2008,M,2:34:49,9289.0
2008,M,2:35:02,9302.0
2008,M,2:35:15,9315.0
2008,M,2:35:16,9316.0
2008,M,2:35:27,9327.0
2008,M,2:35:28,9328.0
2009,M,2:08:42,7722.0
2009,M,2:09:32,7772.0
2009,M,2:09:49,7789.0
2009,M,2:10:06,7806.0
2009,M,2:10:44,7844.0
2009,M,2:12:02,7922.0
2009,M,2:12:45,7965.0
2009,M,2:13:00,7980.0
2009,M,2:13:04,7984.0
2009,M,2:14:52,8092.0
2009,M,2:16:17,8177.0
2009,M,2:16:21,8181.0
2009,M,2:16:31,8191.0
2009,M,2:17:05,8225.0
2009,M,2:18:48,8328.0
2009,M,2:19:22,8362.0
2009,M,2:19:55,8395.0
2009,M,2:20:55,8455.0
2009,M,2:22:00,8520.0
2009,M,2:22:15,8535.0
2009,M,2:23:36,8616.0
2009,M,2:23:51,8631.0
2009,M,2:23:54,8634.0
2009,M,2:24:19,8659.0
2009,M,2:24:23,8663.0
2009,M,2:24:39,8679.0
2009,M,2:24:46,8686.0
2009,M,2:25:33,8733.0
2009,M,2:25:36,8736.0
2009,M,2:25:48,8748.0
2009,M,2:26:11,8771.0
2009,M,2:26:27,8787.0
2009,M,2:26:57,8817.0
2009,M,2:27:10,8830.0
2009,M,2:27:13,8833.0
2009,M,2:27:44,8864.0
2009,M,2:27:50,8870.0
2009,M,2:28:08,8888.0
2009,M,2:28:50,8930.0
2009,M,2:28:56,8936.0
2009,M,2:28:57,8937.0
2009,M,2:29:05,8945.0
2009,M,2:29:06,8946.0
2009,M,2:29:08,8948.0
2009,M,2:29:28,8968.0
2009,M,2:29:28,8968.0
2009,M,2:29:38,8978.0
2009,M,2:30:08,9008.0
2009,M,2:30:09,9009.0
2009,M,2:30:13,9013.0
2009,M,2:30:23,9023.0
2009,M,2:30:26,9026.0
2009,M,2:30:29,9029.0
2009,M,2:30:50,9050.0
2009,M,2:30:56,9056.0
2009,M,2:31:03,9063.0
2009,M,2:31:11,9071.0
2009,M,2:31:27,9087.0
2009,M,2:31:29,9089.0
2009,M,2:31:42,9102.0
2009,M,2:31:45,9105.0
2009,M,2:31:54,9114.0
2009,M,2:32:07,9127.0
2009,M,2:32:10,9130.0
2009,F,2:32:16,9136.0
2009,F,2:32:17,9137.0
2009,F,2:32:25,9145.0
2009,M,2:32:30,9150.0
2009,M,2:32:32,9152.0
2009,M,2:32:35,9155.0
2009,M,2:32:55,9175.0
2009,M,2:32:56,9176.0
2009,M,2:33:02,9182.0
2009,F,2:33:08,9188.0
2009,M,2:33:14,9194.0
2009,M,2:33:19,9199.0
2009,F,2:33:24,9204.0
2009,M,2:33:26,9206.0
2009,M,2:33:27,9207.0
2009,M,2:33:29,9209.0
2009,M,2:33:35,9215.0
2009,M,2:33:36,9216.0
2009,M,2:33:38,9218.0
2009,M,2:33:43,9223.0
2009,M,2:33:52,9232.0
2009,M,2:33:56,9236.0
2009,M,2:34:01,9241.0
2009,M,2:34:12,9252.0
2009,M,2:34:16,9256.0
2009,M,2:34:16,9256.0
2009,F,2:34:20,9260.0
2009,M,2:34:23,9263.0
2009,M,2:34:29,9269.0
2009,M,2:34:29,9269.0
2009,M,2:34:33,9273.0
2009,M,2:34:39,9279.0
2009,M,2:34:45,9285.0
2009,M,2:34:50,9290.0
2009,M,2:34:52,9292.0
2009,M,2:34:57,9297.0
2010,M,2:05:52,7552.0
2010,M,2:07:23,7643.0
2010,M,2:08:39,7719.0
2010,M,2:08:41,7721.0
2010,M,2:09:26,7766.0
2010,M,2:10:53,7853.0
2010,M,2:11:48,7908.0
2010,M,2:12:04,7924.0
2010,M,2:12:24,7944.0
2010,M,2:12:33,7953.0
2010,M,2:12:40,7960.0
2010,M,2:13:47,8027.0
2010,M,2:14:48,8088.0
2010,M,2:14:50,8090.0
2010,M,2:14:57,8097.0
2010,M,2:16:36,8196.0
2010,M,2:17:15,8235.0
2010,M,2:17:28,8248.0
2010,M,2:17:41,8261.0
2010,M,2:19:17,8357.0
2010,M,2:20:56,8456.0
2010,M,2:21:12,8472.0
2010,M,2:21:15,8475.0
2010,M,2:21:29,8489.0
2010,M,2:21:44,8504.0
2010,M,2:21:51,8511.0
2010,M,2:22:59,8579.0
2010,M,2:23:00,8580.0
2010,M,2:23:08,8588.0
2010,M,2:23:33,8613.0
2010,M,2:23:50,8630.0
2010,M,2:24:04,8644.0
2010,M,2:24:07,8647.0
2010,M,2:24:15,8655.0
2010,M,2:24:34,8674.0
2010,M,2:25:04,8704.0
2010,M,2:25:19,8719.0
2010,M,2:25:40,8740.0
2010,M,2:25:45,8745.0
2010,M,2:25:59,8759.0
2010,M,2:26:01,8761.0
2010,F,2:26:11,8771.0
2010,F,2:26:14,8774.0
2010,M,2:26:25,8785.0
2010,M,2:27:10,8830.0
2010,M,2:27:14,8834.0
2010,M,2:27:16,8836.0
2010,M,2:27:22,8842.0
2010,M,2:27:26,8846.0
2010,M,2:27:26,8846.0
2010,M,2:27:28,8848.0
2010,M,2:27:30,8850.0
2010,M,2:27:37,8857.0
2010,M,2:27:53,8873.0
2010,M,2:28:13,8893.0
2010,M,2:28:25,8905.0
2010,M,2:28:29,8909.0
2010,F,2:28:35,8915.0
2010,M,2:28:35,8915.0
2010,M,2:28:35,8915.0
2010,F,2:28:36,8916.0
2010,M,2:28:42,8922.0
2010,M,2:28:48,8928.0
2010,M,2:28:54,8934.0
2010,M,2:29:05,8945.0
2010,M,2:29:08,8948.0
2010,F,2:29:12,8952.0
2010,M,2:29:13,8953.0
2010,M,2:29:16,8956.0
2010,M,2:29:22,8962.0
2010,M,2:29:25,8965.0
2010,M,2:29:26,8966.0
2010,M,2:29:36,8976.0
2010,M,2:29:39,8979.0
2010,M,2:29:47,8987.0
2010,M,2:29:56,8996.0
2010,M,2:30:00,9000.0
2010,M,2:30:15,9015.0
2010,M,2:30:19,9019.0
2010,M,2:30:26,9026.0
2010,F,2:30:31,9031.0
2010,M,2:30:36,9036.0
2010,F,2:30:40,9040.0
2010,M,2:30:54,9054.0
2010,M,2:30:58,9058.0
2010,M,2:31:05,9065.0
2010,M,2:31:08,9068.0
2010,M,2:31:09,9069.0
2010,F,2:31:14,9074.0
2010,F,2:31:48,9108.0
2010,M,2:31:53,9113.0
2010,F,2:31:55,9115.0
2010,M,2:32:01,9121.0
2010,M,2:32:02,9122.0
2010,M,2:32:13,9133.0
2010,M,2:32:27,9147.0
2010,M,2:32:34,9154.0
2010,M,2:32:42,9162.0
2010,M,2:32:52,9172.0
2010,M,2:32:55,9175.0
2011,M,2:03:02,7382.0
2011,M,2:03:06,7386.0
2011,M,2:04:53,7493.0
2011,M,2:04:58,7498.0
2011,M,2:06:13,7573.0
2011,M,2:06:43,7603.0
2011,M,2:07:10,7630.0
2011,M,2:07:39,7659.0
2011,M,2:08:03,7683.0
2011,M,2:08:44,7724.0
2011,M,2:09:50,7790.0
2011,M,2:12:17,7937.0
2011,M,2:13:00,7980.0
2011,M,2:13:45,8025.0
2011,M,2:15:48,8148.0
2011,M,2:16:54,8214.0
2011,M,2:17:35,8255.0
2011,M,2:17:54,8274.0
2011,M,2:17:56,8276.0
2011,M,2:18:05,8285.0
2011,M,2:18:31,8311.0
2011,M,2:19:53,8393.0
2011,M,2:20:48,8448.0
2011,M,2:21:01,8461.0
2011,M,2:21:11,8471.0
2011,M,2:22:05,8525.0
2011,M,2:22:19,8539.0
2011,M,2:22:21,8541.0
2011,M,2:22:24,8544.0
2011,M,2:22:30,8550.0
2011,F,2:22:36,8556.0
2011,F,2:22:38,8558.0
2011,F,2:22:42,8562.0
2011,M,2:23:30,8610.0
2011,M,2:23:58,8638.0
2011,M,2:24:09,8649.0
2011,M,2:24:12,8652.0
2011,M,2:24:18,8658.0
2011,F,2:24:26,8666.0
2011,M,2:24:32,8672.0
2011,M,2:24:39,8679.0
2011,F,2:24:52,8692.0
2011,F,2:25:08,8708.0
2011,M,2:25:12,8712.0
2011,M,2:25:47,8747.0
2011,M,2:25:52,8752.0
2011,M,2:26:00,8760.0
2011,M,2:26:02,8762.0
2011,M,2:26:06,8766.0
2011,M,2:26:06,8766.0
2011,M,2:26:10,8770.0
2011,M,2:26:13,8773.0
2011,F,2:26:15,8775.0
2011,F,2:26:17,8777.0
2011,M,2:26:33,8793.0
2011,F,2:26:34,8794.0
2011,M,2:26:37,8797.0
2011,F,2:27:00,8820.0
2011,M,2:27:09,8829.0
2011,F,2:27:29,8849.0
2011,M,2:27:33,8853.0
2011,M,2:27:34,8854.0
2011,M,2:27:36,8856.0
2011,M,2:27:48,8868.0
2011,M,2:27:48,8868.0
2011,M,2:28:01,8881.0
2011,M,2:28:05,8885.0
2011,M,2:28:15,8895.0
2011,M,2:28:34,8914.0
2011,M,2:28:34,8914.0
2011,M,2:28:38,8918.0
2011,M,2:28:39,8919.0
2011,M,2:28:41,8921.0
2011,F,2:28:48,8928.0
2011,M,2:28:50,8930.0
2011,M,2:28:56,8936.0
2011,F,2:29:06,8946.0
2011,M,2:29:06,8946.0
2011,M,2:29:13,8953.0
2011,F,2:29:14,8954.0
2011,M,2:29:17,8957.0
2011,F,2:29:20,8960.0
2011,M,2:29:21,8961.0
2011,M,2:29:23,8963.0
2011,M,2:29:23,8963.0
2011,M,2:29:25,8965.0
2011,M,2:29:30,8970.0
2011,M,2:29:33,8973.0
2011,M,2:29:47,8987.0
2011,M,2:29:52,8992.0
2011,F,2:29:54,8994.0
2011,M,2:29:58,8998.0
2011,M,2:30:02,9002.0
2011,M,2:30:06,9006.0
2011,M,2:30:07,9007.0
2011,M,2:30:26,9026.0
2011,M,2:30:29,9029.0
2011,M,2:30:39,9039.0
2011,M,2:30:41,9041.0
2011,M,2:30:44,9044.0
2012,M,2:12:40,7960.0
2012,M,2:13:06,7986.0
2012,M,2:13:13,7993.0
2012,M,2:14:31,8071.0
2012,M,2:14:56,8096.0
2012,M,2:15:29,8129.0
2012,M,2:16:38,8198.0
2012,M,2:17:16,8236.0
2012,M,2:18:15,8295.0
2012,M,2:18:15,8295.0
2012,M,2:21:10,8470.0
2012,M,2:22:06,8526.0
2012,M,2:22:32,8552.0
2012,M,2:22:56,8576.0
2012,M,2:23:08,8588.0
2012,M,2:24:04,8644.0
2012,M,2:25:45,8745.0
2012,M,2:27:08,8828.0
2012,M,2:27:15,8835.0
2012,M,2:29:17,8957.0
2012,M,2:29:34,8974.0
2012,M,2:30:09,9009.0
2012,M,2:30:21,9021.0
2012,M,2:31:06,9066.0
2012,M,2:31:09,9069.0
2012,M,2:31:16,9076.0
2012,M,2:31:50,9110.0
2012,F,2:31:50,9110.0
2012,F,2:31:52,9112.0
2012,M,2:32:20,9140.0
2012,M,2:32:55,9175.0
2012,F,2:33:09,9189.0
2012,M,2:33:13,9193.0
2012,M,2:33:26,9206.0
2012,M,2:33:30,9210.0
2012,M,2:33:37,9217.0
2012,M,2:33:45,9225.0
2012,M,2:33:53,9233.0
2012,M,2:34:08,9248.0
2012,M,2:34:42,9282.0
2012,M,2:34:44,9284.0
2012,M,2:34:50,9290.0
2012,M,2:34:54,9294.0
2012,F,2:34:56,9296.0
2012,M,2:35:00,9300.0
2012,M,2:35:18,9318.0
2012,F,2:35:40,9340.0
2012,M,2:35:41,9341.0
2012,M,2:35:48,9348.0
2012,M,2:35:51,9351.0
2012,F,2:35:53,9353.0
2012,M,2:35:54,9354.0
2012,M,2:36:04,9364.0
2012,M,2:36:04,9364.0
2012,M,2:36:22,9382.0
2012,M,2:36:35,9395.0
2012,M,2:36:45,9405.0
2012,M,2:36:50,9410.0
2012,M,2:37:02,9422.0
2012,M,2:37:13,9433.0
2012,M,2:37:13,9433.0
2012,M,2:37:19,9439.0
2012,M,2:37:35,9455.0
2012,M,2:37:36,9456.0
2012,M,2:37:54,9474.0
2012,M,2:38:04,9484.0
2012,M,2:38:05,9485.0
2012,M,2:38:08,9488.0
2012,M,2:38:10,9490.0
2012,M,2:38:15,9495.0
2012,M,2:38:17,9497.0
2012,M,2:38:23,9503.0
2012,M,2:38:27,9507.0
2012,M,2:38:39,9519.0
2012,F,2:39:11,9551.0
2012,M,2:39:16,9556.0
2012,M,2:39:23,9563.0
2012,M,2:39:36,9576.0
2012,M,2:39:41,9581.0
2012,M,2:39:52,9592.0
2012,M,2:40:08,9608.0
2012,M,2:40:13,9613.0
2012,M,2:40:15,9615.0
2012,M,2:40:17,9617.0
2012,M,2:40:19,9619.0
2012,M,2:40:34,9634.0
2012,F,2:40:40,9640.0
2012,M,2:40:41,9641.0
2012,M,2:40:47,9647.0
2012,F,2:40:50,9650.0
2012,M,2:40:55,9655.0
2012,M,2:41:00,9660.0
2012,M,2:41:09,9669.0
2012,M,2:41:10,9670.0
2012,M,2:41:12,9672.0
2012,M,2:41:15,9675.0
2012,M,2:41:22,9682.0
2012,M,2:41:49,9709.0
2012,F,2:41:55,9715.0
2012,M,2:42:08,9728.0
2013,M,2:10:22,7822.0
2013,M,2:10:27,7827.0
2013,M,2:10:28,7828.0
2013,M,2:12:12,7932.0
2013,M,2:12:30,7950.0
2013,M,2:12:44,7964.0
2013,M,2:14:08,8048.0
2013,M,2:14:28,8068.0
2013,M,2:14:30,8070.0
2013,M,2:14:38,8078.0
2013,M,2:15:33,8133.0
2013,M,2:15:42,8142.0
2013,M,2:16:57,8217.0
2013,M,2:17:05,8225.0
2013,M,2:17:52,8272.0
2013,M,2:18:23,8303.0
2013,M,2:18:45,8325.0
2013,M,2:18:59,8339.0
2013,M,2:19:24,8364.0
2013,M,2:19:35,8375.0
2013,M,2:19:55,8395.0
2013,M,2:20:38,8438.0
2013,M,2:20:56,8456.0
2013,M,2:21:23,8483.0
2013,M,2:21:31,8491.0
2013,M,2:21:40,8500.0
2013,M,2:21:40,8500.0
2013,M,2:21:45,8505.0
2013,M,2:22:05,8525.0
2013,M,2:22:25,8545.0
2013,M,2:22:27,8547.0
2013,M,2:22:53,8573.0
2013,M,2:23:00,8580.0
2013,M,2:23:06,8586.0
2013,M,2:23:21,8601.0
2013,M,2:23:37,8617.0
2013,M,2:24:05,8645.0
2013,M,2:24:09,8649.0
2013,M,2:24:23,8663.0
2013,M,2:24:53,8693.0
2013,M,2:25:02,8702.0
2013,M,2:25:12,8712.0
2013,M,2:25:13,8713.0
2013,M,2:25:35,8735.0
2013,M,2:25:43,8743.0
2013,M,2:25:45,8745.0
2013,M,2:25:56,8756.0
2013,M,2:26:15,8775.0
2013,F,2:26:25,8785.0
2013,M,2:26:30,8790.0
2013,M,2:26:45,8805.0
2013,F,2:26:58,8818.0
2013,F,2:27:01,8821.0
2013,F,2:27:08,8828.0
2013,M,2:27:30,8850.0
2013,M,2:27:41,8861.0
2013,M,2:27:41,8861.0
2013,M,2:27:53,8873.0
2013,M,2:27:58,8878.0
2013,M,2:28:00,8880.0
2013,M,2:28:01,8881.0
2013,M,2:28:02,8882.0
2013,M,2:28:03,8883.0
2013,F,2:28:09,8889.0
2013,F,2:28:11,8891.0
2013,M,2:28:24,8904.0
2013,M,2:28:28,8908.0
2013,M,2:28:29,8909.0
2013,M,2:28:30,8910.0
2013,M,2:28:33,8913.0
2013,M,2:28:53,8933.0
2013,F,2:28:59,8939.0
2013,M,2:29:00,8940.0
2013,M,2:29:12,8952.0
2013,M,2:29:20,8960.0
2013,M,2:29:24,8964.0
2013,M,2:29:27,8967.0
2013,M,2:29:32,8972.0
2013,M,2:29:32,8972.0
2013,M,2:29:49,8989.0
2013,M,2:29:53,8993.0
2013,F,2:29:54,8994.0
2013,M,2:29:55,8995.0
2013,F,2:30:05,9005.0
2013,M,2:30:05,9005.0
2013,F,2:30:09,9009.0
2013,M,2:30:19,9019.0
2013,M,2:30:31,9031.0
2013,M,2:30:36,9036.0
2013,M,2:30:42,9042.0
2013,M,2:30:47,9047.0
2013,M,2:31:02,9062.0
2013,M,2:31:05,9065.0
2013,M,2:31:12,9072.0
2013,M,2:31:46,9106.0
2013,M,2:31:46,9106.0
2013,M,2:32:01,9121.0
2013,M,2:32:03,9123.0
2013,M,2:32:03,9123.0
2013,M,2:32:06,9126.0
2014,M,2:08:37,7717.0
2014,M,2:08:48,7728.0
2014,M,2:08:50,7730.0
2014,M,2:09:37,7777.0
2014,M,2:09:50,7790.0
2014,M,2:11:03,7863.0
2014,M,2:11:47,7907.0
2014,M,2:11:57,7917.0
2014,M,2:12:34,7954.0
2014,M,2:12:43,7963.0
2014,M,2:12:52,7972.0
2014,M,2:14:28,8068.0
2014,M,2:14:40,8080.0
2014,M,2:14:56,8096.0
2014,M,2:14:59,8099.0
2014,M,2:16:06,8166.0
2014,M,2:17:12,8232.0
2014,M,2:17:16,8236.0
2014,M,2:17:46,8266.0
2014,M,2:17:50,8270.0
2014,F,2:18:57,8337.0
2014,M,2:19:05,8345.0
2014,M,2:19:48,8388.0
2014,M,2:19:51,8391.0
2014,F,2:19:59,8399.0
2014,M,2:20:31,8431.0
2014,F,2:20:35,8435.0
2014,F,2:20:41,8441.0
2014,M,2:20:43,8443.0
2014,M,2:20:52,8452.0
2014,M,2:20:55,8455.0
2014,M,2:21:20,8480.0
2014,F,2:21:28,8488.0
2014,F,2:21:29,8489.0
2014,M,2:21:33,8493.0
2014,M,2:21:41,8501.0
2014,F,2:22:02,8522.0
2014,M,2:22:22,8542.0
2014,M,2:22:41,8561.0
2014,F,2:23:00,8580.0
2014,M,2:23:21,8601.0
2014,F,2:23:22,8602.0
2014,M,2:23:32,8612.0
2014,M,2:23:32,8612.0
2014,M,2:23:43,8623.0
2014,F,2:23:54,8634.0
2014,M,2:23:56,8636.0
2014,F,2:24:21,8661.0
2014,M,2:24:35,8675.0
2014,M,2:24:35,8675.0
2014,M,2:24:39,8679.0
2014,M,2:25:37,8737.0
2014,M,2:25:41,8741.0
2014,M,2:25:42,8742.0
2014,M,2:26:14,8774.0
2014,M,2:26:17,8777.0
2014,M,2:26:27,8787.0
2014,M,2:26:31,8791.0
2014,M,2:26:36,8796.0
2014,M,2:26:38,8798.0
2014,M,2:26:46,8806.0
2014,M,2:26:51,8811.0
2014,M,2:26:59,8819.0
2014,M,2:27:00,8820.0
2014,M,2:27:02,8822.0
2014,M,2:27:20,8840.0
2014,M,2:27:32,8852.0
2014,M,2:27:36,8856.0
2014,M,2:27:37,8857.0
2014,M,2:27:38,8858.0
2014,F,2:27:40,8860.0
2014,M,2:27:55,8875.0
2014,M,2:27:58,8878.0
2014,M,2:28:12,8892.0
2014,M,2:28:30,8910.0
2014,M,2:28:32,8912.0
2014,M,2:28:39,8919.0
2014,M,2:28:47,8927.0
2014,M,2:28:50,8930.0
2014,M,2:28:55,8935.0
2014,M,2:28:59,8939.0
2014,M,2:29:04,8944.0
2014,M,2:29:10,8950.0
2014,M,2:29:12,8952.0
2014,M,2:29:15,8955.0
2014,M,2:29:17,8957.0
2014,M,2:29:19,8959.0
2014,M,2:29:26,8966.0
2014,M,2:29:31,8971.0
2014,M,2:29:32,8972.0
2014,M,2:29:41,8981.0
2014,M,2:29:42,8982.0
2014,M,2:29:49,8989.0
2014,M,2:30:03,9003.0
2014,M,2:30:04,9004.0
2014,M,2:30:04,9004.0
2014,M,2:30:13,9013.0
2014,M,2:30:14,9014.0
2014,M,2:30:20,9020.0
2014,M,2:30:24,9024.0
2015,M,2:09:17,7757.0
2015,M,2:09:48,7788.0
2015,M,2:10:22,7822.0
2015,M,2:10:47,7847.0
2015,M,2:10:49,7849.0
2015,M,2:10:52,7852.0
2015,M,2:11:20,7880.0
2015,M,2:12:42,7962.0
2015,M,2:13:35,8015.0
2015,M,2:13:52,8032.0
2015,M,2:13:52,8032.0
2015,M,2:14:17,8057.0
2015,M,2:16:25,8185.0
2015,M,2:18:02,8282.0
2015,M,2:18:44,8324.0
2015,M,2:19:12,8352.0
2015,M,2:19:17,8357.0
2015,M,2:20:04,8404.0
2015,M,2:20:25,8425.0
2015,M,2:20:35,8435.0
2015,M,2:20:42,8442.0
2015,M,2:21:10,8470.0
2015,M,2:21:16,8476.0
2015,M,2:21:58,8518.0
2015,M,2:22:05,8525.0
2015,M,2:22:30,8550.0
2015,M,2:23:21,8601.0
2015,M,2:24:37,8677.0
2015,M,2:24:44,8684.0
2015,M,2:24:49,8689.0
2015,F,2:24:55,8695.0
2015,F,2:24:59,8699.0
2015,M,2:25:08,8708.0
2015,F,2:25:09,8709.0
2015,M,2:25:10,8710.0
2015,M,2:25:10,8710.0
2015,M,2:25:14,8714.0
2015,M,2:25:28,8728.0
2015,M,2:25:31,8731.0
2015,F,2:25:39,8739.0
2015,M,2:25:47,8747.0
2015,M,2:25:47,8747.0
2015,M,2:25:58,8758.0
2015,F,2:26:05,8765.0
2015,M,2:26:09,8769.0
2015,M,2:26:15,8775.0
2015,M,2:26:24,8784.0
2015,M,2:26:29,8789.0
2015,M,2:26:35,8795.0
2015,M,2:26:36,8796.0
2015,M,2:26:38,8798.0
2015,F,2:26:40,8800.0
2015,M,2:26:41,8801.0
2015,F,2:26:52,8812.0
2015,M,2:27:01,8821.0
2015,M,2:27:08,8828.0
2015,M,2:27:10,8830.0
2015,F,2:27:14,8834.0
2015,M,2:27:16,8836.0
2015,M,2:27:20,8840.0
2015,M,2:27:37,8857.0
2015,F,2:27:47,8867.0
2015,M,2:27:49,8869.0
2015,M,2:27:53,8873.0
2015,M,2:27:54,8874.0
2015,M,2:27:57,8877.0
2015,M,2:28:10,8890.0
2015,M,2:28:14,8894.0
2015,M,2:28:17,8897.0
2015,M,2:28:18,8898.0
2015,M,2:28:23,8903.0
2015,M,2:28:29,8909.0
2015,M,2:28:33,8913.0
2015,M,2:28:44,8924.0
2015,F,2:29:07,8947.0
2015,M,2:29:16,8956.0
2015,M,2:29:20,8960.0
2015,F,2:29:23,8963.0
2015,M,2:29:27,8967.0
2015,M,2:29:37,8977.0
2015,M,2:29:38,8978.0
2015,M,2:29:42,8982.0
2015,M,2:29:45,8985.0
2015,M,2:29:49,8989.0
2015,M,2:30:03,9003.0
2015,M,2:30:15,9015.0
2015,M,2:30:17,9017.0
2015,M,2:30:19,9019.0
2015,M,2:30:28,9028.0
2015,M,2:30:29,9029.0
2015,M,2:31:08,9068.0
2015,M,2:31:18,9078.0
2015,M,2:31:23,9083.0
2015,M,2:31:34,9094.0
2015,M,2:31:38,9098.0
2015,M,2:31:57,9117.0
2015,M,2:31:59,9119.0
2015,M,2:32:01,9121.0
2015,M,2:32:02,9122.0
2015,M,2:32:05,9125.0
2016,M,2:12:45,7965.0
2016,M,2:13:32,8012.0
2016,M,2:14:02,8042.0
2016,M,2:14:05,8045.0
2016,M,2:15:45,8145.0
2016,M,2:16:43,8203.0
2016,M,2:16:52,8212.0
2016,M,2:18:05,8285.0
2016,M,2:18:46,8326.0
2016,M,2:21:37,8497.0
2016,M,2:22:02,8522.0
2016,M,2:22:21,8541.0
2016,M,2:22:22,8542.0
2016,M,2:24:44,8684.0
2016,M,2:24:46,8686.0
2016,M,2:24:54,8694.0
2016,M,2:24:55,8695.0
2016,M,2:25:31,8731.0
2016,M,2:26:24,8784.0
2016,M,2:27:02,8822.0
2016,M,2:27:07,8827.0
2016,M,2:27:41,8861.0
2016,M,2:27:48,8868.0
2016,M,2:27:53,8873.0
2016,M,2:28:14,8894.0
2016,M,2:28:26,8906.0
2016,M,2:28:53,8933.0
2016,M,2:29:09,8949.0
2016,F,2:29:19,8959.0
2016,M,2:29:23,8963.0
2016,M,2:29:32,8972.0
2016,M,2:29:51,8991.0
2016,F,2:30:03,9003.0
2016,M,2:30:22,9022.0
2016,M,2:30:27,9027.0
2016,F,2:30:50,9050.0
2016,M,2:30:57,9057.0
2016,M,2:31:14,9074.0
2016,M,2:31:16,9076.0
2016,M,2:31:24,9084.0
2016,M,2:31:39,9099.0
2016,M,2:31:47,9107.0
2016,M,2:32:00,9120.0
2016,F,2:32:28,9148.0
2016,M,2:32:37,9157.0
2016,M,2:32:44,9164.0
2016,M,2:32:45,9165.0
2016,M,2:33:03,9183.0
2016,F,2:33:13,9193.0
2016,M,2:33:19,9199.0
2016,M,2:33:23,9203.0
2016,M,2:33:35,9215.0
2016,F,2:33:40,9220.0
2016,M,2:33:46,9226.0
2016,M,2:33:50,9230.0
2016,F,2:33:56,9236.0
2016,M,2:34:02,9242.0
2016,M,2:34:12,9252.0
2016,M,2:34:15,9255.0
2016,M,2:34:17,9257.0
2016,M,2:34:19,9259.0
2016,M,2:34:20,9260.0
2016,M,2:34:30,9270.0
2016,M,2:34:35,9275.0
2016,F,2:34:38,9278.0
2016,M,2:34:41,9281.0
2016,M,2:34:43,9283.0
2016,M,2:34:55,9295.0
2016,F,2:35:00,9300.0
2016,M,2:35:00,9300.0
2016,M,2:35:16,9316.0
2016,M,2:35:24,9324.0
2016,M,2:35:40,9340.0
2016,M,2:35:48,9348.0
2016,M,2:35:50,9350.0
2016,M,2:36:02,9362.0
2016,M,2:36:04,9364.0
2016,M,2:36:08,9368.0
2016,M,2:36:10,9370.0
2016,M,2:36:11,9371.0
2016,M,2:36:12,9372.0
2016,M,2:36:18,9378.0
2016,M,2:36:21,9381.0
2016,M,2:36:31,9391.0
2016,M,2:36:54,9414.0
2016,M,2:36:58,9418.0
2016,M,2:37:01,9421.0
2016,M,2:37:10,9430.0
2016,M,2:37:11,9431.0
2016,M,2:37:23,9443.0
2016,M,2:37:23,9443.0
2016,M,2:37:26,9446.0
2016,M,2:37:30,9450.0
2016,F,2:37:31,9451.0
2016,M,2:37:33,9453.0
2016,M,2:37:35,9455.0
2016,F,2:37:36,9456.0
2016,M,2:37:36,9456.0
2016,M,2:37:36,9456.0
2016,M,2:37:46,9466.0
2017,M,2:09:37,7777.0
2017,M,2:09:58,7798.0
2017,M,2:10:28,7828.0
2017,M,2:12:08,7928.0
2017,M,2:12:35,7955.0
2017,M,2:12:45,7965.0
2017,M,2:13:16,7996.0
2017,M,2:14:26,8066.0
2017,M,2:14:45,8085.0
2017,M,2:15:28,8128.0
2017,M,2:15:34,8134.0
2017,M,2:16:47,8207.0
2017,M,2:17:00,8220.0
2017,M,2:17:40,8260.0
2017,M,2:18:14,8294.0
2017,M,2:18:20,8300.0
2017,M,2:18:32,8312.0
2017,M,2:19:33,8373.0
2017,M,2:20:12,8412.0
2017,M,2:20:18,8418.0
2017,F,2:21:52,8512.0
2017,M,2:22:20,8540.0
2017,M,2:22:32,8552.0
2017,F,2:22:51,8571.0
2017,F,2:23:00,8580.0
2017,M,2:23:05,8585.0
2017,M,2:23:12,8592.0
2017,M,2:23:26,8606.0
2017,M,2:23:51,8631.0
2017,M,2:24:27,8667.0
2017,M,2:24:40,8680.0
2017,M,2:24:49,8689.0
2017,M,2:25:02,8702.0
2017,F,2:25:06,8706.0
2017,M,2:25:06,8706.0
2017,M,2:25:15,8715.0
2017,M,2:25:35,8735.0
2017,M,2:26:00,8760.0
2017,M,2:26:40,8800.0
2017,M,2:26:49,8809.0
2017,M,2:26:52,8812.0
2017,M,2:26:58,8818.0
2017,M,2:27:11,8831.0
2017,F,2:27:20,8840.0
